caption,file_name_1,file_name_2,file_name_3,file_name_4,file_name_5,file_name_6,file_name_7,file_name_8,file_name_9,file_name_10
A can being open and the liquid being poured out.,gotes mig.wav,Washing and scrubbing.wav,Water_bubbles_stereo_StereoPiezo_44_24.wav,gotes lent.wav,"Water - Leak, small.wav",gootsteen.wav,Water plopping in pulling out small object.wav,lavar platos.wav,water dispenser.wav,sink1.wav
Static noise and someone opens something and then the static noise starts to fade.,stereo noise experiment 130820.wav,Electromagnetic Waves on a Macbook Pro.wav,03480 static white noise.wav,5. Apartment ambience inside room.wav,bright_wind.wav,faucet2.wav,windy day indoors windows rattle.wav,Waves near the dock.wav,synthwind.wav,bitmapnoise3.wav
multiple insects are making noise outside the factory.,AugustNightInCornField.wav,August night.wav,Crickets Night 2.wav,Cricket2.wav,Night in nature 2.wav,high park crickets.3.wav,Cicada 1.wav,20060804.marshes.cricket02.wav,greece_naxos_cicadas_6.wav,Cicada.1.45.wav
"It is raining outside, and a strong wind is blowing.",Heavy wind and rain.wav,Heavy Rain tin roof.wav,inicio.wav,"Wind in a tree, close to the foliage.wav",thunderstorm_4.wav,Rain 02 091012.wav,forestandocean.wav,Wasserfall 2.wav,Wind in trees-force8-night.wav,Waves near the dock.wav
It is fan  movement and it is touching on object.,ambiant hangar sound.wav,jetengines.wav,City Street.wav,HARDWARE STORE ROOMTONE.wav,windy day indoors windows rattle.wav,NY 176andSt.Nicholas AMB.wav,City House Ambience.wav,washing_machine_beginning.wav,Footsteps on Wood floor 1.wav,CR SharktoGnawAmb.wav
"A man, woman and child are talking while waves are crashing in.",tedeschi.wav,Oxford Cambridge boat race 2010.wav,20110823_mountain.01.wav,20100806.stockholm.street.ambiance.wav,BigCrowdBigHall.wav,forestandocean.wav,Sea Waves Splash the Beach on the Isle of Wight Coast.wav,Wind in trees-force8-night.wav,Ousman Ramble.wav,Omni_Ambiental_ParkingLot.wav
"A machine starting up and shutting down continuously, woman murmuring in background.",Apartment Ambiance 2.wav,Tea Garden Outside Ambience.wav,130916 General Paz y Panamericana.wav,traffic from inside an apartment.wav,indoors empty bar noisy ambient 2.wav,trolley car B.wav,InsideBus.wav,0129 Big_shop.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,RomaBenzinaioGas_viaPomonte.wav
Offloading maize grains from a  truck using shovels.,110719_glasgowdemolish.wav,vendedor_ambulante.wav,Diesel truck and small car.wav,Cricket2.wav,tata_hungary__ady_endre_road_20080718.wav,Boulevard with motorbike.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,traffic-construction-noise.wav,City Street.wav,Cicada.1.45.wav
someone is using a stick and scrolling on a fence.,abandoned-ballroom-objects-wood-metal.wav,screenplayTheater__footsteps_leatherSoles-onWood.wav,Metal coat hanger on steel hook.wav,Bell from large rabbit plush.wav,kettle-watergong3.wav,Water drops into a metallic bowl.wav,gotes mig.wav,water jugs.wav,Metal_Tin_Hit_bang.wav,metallic scratches an rubs.wav
water running by relatively quickly with mild intensity.,Stream Under Rocks.wav,Stream trickling with small waterfall close by.wav,kenrokuen.wav,creekclose.wav,forest stream ambiance.wav,gully with water drips.wav,WaterRunning.wav,Water on tarp 2.wav,Running water 20121021T2335.wav,20130825-Water-fountain-Slavonice.wav
"A door is opened, a bell rings as birds chirp in the background.",spider_monkeys.wav,Doorsbell.wav,EnterGate.wav,Phone Dong.wav,screech_owl.wav,Morning Ambience city.wav,entering1.wav,Elevator Ride and Door Open Merchants Bldg.wav,Birds and Nature.wav,istanbul tram.wav
Dog growling and backing continuously in a low tune.,stray_dogs.wav,Pug Woof 3.wav,Vocal Strain - Unprocessed.wav,Cat Meow and Purr.wav,IRON_SLIDE.wav,harbour scene 2.wav,redbarn_feeding-horses.wav,Before-After Remix of 53263__stomachache__pterodactyl.wav,rutting deer 2.wav,stretch .wav
A person is walking on a wooden floor with heavy steps and then opens a door.,door walking exit.wav,entering1.wav,Footsteps on Wood floor 1.wav,Walking on Wood Floor.wav,20150330_11.wooden.floor.night.MS.wav,Opening and closing a big old door.wav,big wooden door open close.wav,closing washing machine.wav,20091226.soft.door.wav,Walking Downstairs.wav
"A man speaks, then snaps twigs, and birds chirp in the background.",swifts 2.wav,An English Country Garden in July.wav,Tokyo-cicadas.wav,street.wav,dog howl in woods.wav,Small italian village - Quite afternoon.wav,20070628.casual.ambiance.wav,Morning Ambience city.wav,outdoors ambient distant village 2.wav,ambient_sound.wav
Food sizzles in a pan as someone chops ingredients.,Pork sausage.wav,13_Rain_onGrassStone_Gutter_44_16.wav,Grill.wav,Rain_Patter_01.wav,WaterDrops.wav,RainFallsonUmbrellaMcCoy.wav,20081231.fire.02.wav,WATER SHOWER 001.wav,RainFallsThruTinGutterMcCoy.wav,Oil sizzling.wav
A machine preparing product continuously and it is making fast movement.,ambiant hangar sound.wav,NY 176andSt.Nicholas AMB.wav,Ambience_hurricane tube_low freq.wav,InsideBus.wav,jetengines.wav,refrigerator buzzing.wav,Apartment Ambiance 2.wav,washing_machine_beginning.wav,indoors WC bathroom ambient room tone.wav,Coming into a hospital in saturday.wav
Two persons are speaking and after some time one person is shouting.,noise pollution in a city park.wav,maastricht town sounds.wav,city park Tel Aviv.wav,20100806.stockholm.street.ambiance.wav,Twee dozen aardbeien.wav,DallasWorldAquarium01.wav,UoA_PJ120202_HighStAlleyEch.wav,Binnenrotte market live 100309.wav,dog howl in woods.wav,people_sitting_by_fire.wav
fireworks setting off with people in the background jubilating.,Fireworks_Amsterdam_48_24.wav,Sorrento Fireworks.wav,Fireworks_2_Amsterdam_48_24.wav,balloonburner.wav,20110823_mountain.01.wav,ThreeFireworks.wav,Oxford Cambridge boat race 2010.wav,strange sounding firework rocket explosions.wav,static choppy 1400 kHz.wav,RainFallsonUmbrellaMcCoy.wav
Rumbling ambience rolls like vague thunder aside rainy patter.,very strong thunder by fresco.wav,thunder_nl.wav,20070610.thunder.wav,Torden og lynild 3.wav,Rain falling and thunder clapping in a storm.wav,LightningCrash.wav,rain_villaverde1.wav,Rain &amp; Thunder 1 Clap.wav,Very loud thunder clap.wav,thunderstorm_4.wav
"A man-made object is being moved, then a person quietly walks as people talk further away.",maastricht town sounds.wav,Covent_Garden_rain_5.wav,steps in the station.wav,UoA_Kcq_voices2_120224.wav,3 persons walking slowly on grass noisy ambient 2.wav,In_a_que01.wav,20100806.stockholm.street.ambiance.wav,Outside Library.wav,Footsteps on Wood floor 1.wav,20091217.20.pedestrians.wav
Metals scraps moved on the floor of the room.,Remove crashed glass.wav,Tool Box.wav,Blinds being opened and closed quickly and slowly.wav,"Iron gate, street.wav",weights rope.wav,indoors WC bathroom ambient room tone.wav,Sound_FX_Kitchen_Kniifes and forks.wav,Gun Cleaning.wav,butter_toast_2x.wav,Glasses Kitchen_IO.wav
Machine is running with the lowest sound for a short time.,Microwave 01.wav,Fan noise.wav,ambiant hangar sound.wav,InsideBus.wav,City House Ambience.wav,refrigerator buzzing.wav,NY 176andSt.Nicholas AMB.wav,City Street.wav,indoors WC bathroom ambient room tone.wav,traffic from inside an apartment.wav
A person is touching an item that rolls and is making it roll eight times.,IRON_SLIDE.wav,Ambience_hurricane tube_low freq.wav,water jugs.wav,Bell from large rabbit plush.wav,Tap Drip Vox inc reverb.wav,abandoned-ballroom-objects-wood-metal.wav,door sound.wav,contact_mic_on_satellite_dish09.wav,water blups.wav,window rapping.wav
An airplane is taking off at an airport.,5_Navy-Blue-Angels-jets_CLIP.wav,airliner_ascend.wav,treinREM2.wav,2009-07-23_1554_Serralves Park Airplane flying by.wav,Tornado Left To  Right.wav,german motorway or the autobahn.wav,20110903_cycadas.n.wind.06.wav,spaced.wav,Landing Jet 3.wav,OMV_02.wav
People are talking nonchalantly downtown as a machine whirs rapidly.,indoors ambient room tone 1.wav,city town Havana afternoon balcony.wav,indoors house ambient living room tone distant neighbours and traffic.wav,InsideBus.wav,PS3F_FOZ_centro_Mufato_anuncio2_tarde.wav,Inside Car Ambience Next to School More Quiet Version.wav,Grocery Shop Atmos.wav,Apartment Ambiance 2.wav,160718 HSN spanish fish market.wav,traffic from inside an apartment.wav
"A car accelerates, passes by and then slows to a stop.",Crossroads with traffic lights #1.wav,Diesel truck and small car.wav,tata_hungary__ady_endre_road_20080718.wav,Highway Traffic_1-2.wav,Boulevard with motorbike.wav,car_pass_02_070812.wav,Motorcycle Driveby.wav,F-1-race-cars-restart-1stLap-Turn11-DR081.wav,street.wav,german motorway or the autobahn.wav
Moving train at a moderate speed on a wind day.,jetengines.wav,ambience winter train station outdoor quiet distant construction.wav,windy day indoors windows rattle.wav,Neighborhood Ambiance.wav,natural_wind.wav,Inside a train 2.wav,atmo__wind_leaves_water_traffic.wav,Synthetic Thunderstorm.wav,Esperance Wind Farm II.wav,AMB_traffic_night_distant_02.wav
A large helicopter is being flown close by before it passes.,"Helicopter interior, no rotor.wav",Helicopter Landing.wav,graveylargo.wav,airshow_2.wav,20110903_cycadas.n.wind.06.wav,20160610_fading.plane.forest.wav,WasherEndWashCycleStartSpinCycle.wav,Tornado Left To  Right.wav,reenactment4.wav,Landing Jet 3.wav
Birds are chirping while a gate opens and closes.,spider_monkeys.wav,ambient_sound.wav,Birds and Nature.wav,Birds of Noosa Biosphere Reserve.wav,The Commons.wav,nightbird.wav,Budgies Chirping 2.wav,Morning Ambience city.wav,Neighbourhood Ambiance.wav,Birds_Singing.wav
Numerous types of birds are squawking and making noises.,AMB_CityPark_Day_Seagull_People.wav,Helicopter and crows passing overhead.wav,grilla_garden_ambience.wav,Ambient noise Kauai.wav,20070424.footsteps.wav,Birds and insects in the wetlands of Melissant.wav,spider_monkeys.wav,Birds and Nature.wav,Budgies Chirping 2.wav,ambient_sound.wav
music is playing in the background then a siren goes off.,church_bell_song.wav,Sirena_24.05.11.wav,vendedor_ambulante.wav,church organ 2.wav,popibuuns.wav,Welte Philharmonic Organ.wav,20110823_mountain.01.wav,Cityscape 02 100208.wav,crossing bells.wav,Voktebef_I&#39;m not sure if I&#39;m here.wav
A person is doing the work with some kind of vessels.,Ambience_hurricane tube_low freq.wav,Hammering_Empty tank_large_CLOSE.wav,Stiff Metal Wire.wav,kettle-watergong3.wav,water jugs.wav,Door in SPB-045.wav,04122 metallic cinematic hits.wav,abandoned-ballroom-objects-wood-metal.wav,CR SharktoGnawAmb.wav,jetengines.wav
A person is cracking open some type of nuts.,Glass crushed 1.wav,footsteps_pebble_each_01.wav,160170_Gravel_OWI.wav,Fire crackling.wav,Smoke.wav,AlexandreJourdan_2013_s2.wav,Pills .wav,Remulada.wav,Eating a TicTac.wav,Plastic bag crumple.wav
Birds all chirping at once producing high-pitched loud noise some are closer and louder background birds are quieter.,Birds and Nature.wav,ambient_sound.wav,Ambient noise Kauai.wav,Sk310308 chaffinch crow.wav,In an English Suburban Garden.wav,20060607.bird.gone.nuts.wav,nightbird.wav,spider_monkeys.wav,20070628.casual.ambiance.wav,Birds_Singing.wav
Someone is at first scraping and then banging a metal sheet in a room with an echo.,Ambience_hurricane tube_low freq.wav,Hammering_Empty tank_large_CLOSE.wav,abandoned-ballroom-objects-wood-metal.wav,04122 metallic cinematic hits.wav,Door in SPB-045.wav,closing washing machine.wav,entering1.wav,contact_mic_on_satellite_dish09.wav,CR SharktoGnawAmb.wav,Door pounding - increasing intensity.wav
A song consisting of electronic noises and piano sounds is playing.,church organ 2.wav,popibuuns.wav,NEW INTRO FEB 2012 TDAR.wav,church_bell_song.wav,sweep phrase.wav,Voktebef_I&#39;m not sure if I&#39;m here.wav,Welte Philharmonic Organ.wav,WOF_slots5.wav,stump.wav,Folds.wav
A person is walking in forest at night time.,footsteps in woods.wav,footsteps-gravel-birds.wav,nia walking.wav,20060510.walk.scrub.wav,Prairie Sounds - walking on dirt road between grassy fields - raw.wav,Talll Grass Hits 2.wav,fly 1 sands_05.wav,ICE55.wav,3 persons walking slowly on grass noisy ambient 2.wav,the sound of melting snow on the path high in the mountains - front.wav
People are talking while cars drive by and a plane is nearby.,20100806.stockholm.street.ambiance.wav,Place Pigalle ambience Paris.wav,BangkokMarket.wav,Oxford Cambridge boat race 2010.wav,Tea Garden Outside Ambience.wav,Ousman Ramble.wav,Ambience - Quiet Train.wav,aup.wav,indoors house ambient living room tone distant neighbours and traffic.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav
Seagulls and other birds chirping as waves crash on the beach.,AMB_CityPark_Day_Seagull_People.wav,Helicopter and crows passing overhead.wav,Birds and insects in the wetlands of Melissant.wav,PJcalls2.wav,pineforest winter NL SHORT 130110_00.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav,COUNTRY-farm-yard.wav,ambient_sound.wav,20070628.casual.ambiance.wav,Sk310308 chaffinch crow.wav
A constant flapping sound with a woman speaking with a breathy voice.,Outside Library.wav,20091217.20.pedestrians.wav,noise pollution in a city park.wav,Covent_Garden_rain_5.wav,UoA_Kcq_voices2_120224.wav,steps in the station.wav,maastricht town sounds.wav,UoA_PJ120202_HighStAlleyEch.wav,Noise and Walking 2.wav,platform.wav
The church bell rings slow and louder for few times.,20101118.omnium.sanctorum.wav,church bell_ljubljana.wav,20060730.bells.wav,Marble Church.wav,Carillon Servaas Church 100411.wav,Lisbon&#39;s church.wav,20090419.san.pedro.bells.wav,1167church_clock_striking_ten.wav,More Bells.wav,Inside Servaas Church 01 100411.wav
Firewood burning up and crackling on a windy day.,WaterDrops.wav,fly 1 sands_05.wav,RainFallsonUmbrellaMcCoy.wav,envelope.wav,Fire Crackle with Roaring Chimney.wav,ICE55.wav,BodyDrag2.wav,Plastic bag crumple.wav,rockonice.wav,20081231.fire.02.wav
A dog is barking with a low sound.,stray_dogs.wav,harbour scene 2.wav,Pug Woof 3.wav,outdoors ambient distant village 2.wav,BIG DOGS_Continues Barking Labrador Retriever (SFX).wav,Rural nightfall atmos.wav,dog howl in woods.wav,Urban owl hoot.wav,20080321.warbler.n.dogs.wav,grilla_garden_ambience.wav
A strong wind is blowing and it's raining while insects and crickets make noise.,high park crickets.3.wav,AugustNightInCornField.wav,inicio.wav,Ambience_Outdoor_Wind_Birds.wav,Crickets Night 2.wav,070821_flsp_narrows.wav,Rain And Birds Chirping Krucifix Productions Sound Effects.wav,August night.wav,Cicada 1.wav,5. Apartment ambience inside room.wav
"An airplane engine roars to life, and the rush of wind.",graveylargo.wav,20110903_cycadas.n.wind.06.wav,german motorway or the autobahn.wav,2009-07-23_1554_Serralves Park Airplane flying by.wav,office.refrigerator.wav,spaced.wav,ambience winter train station outdoor quiet distant construction.wav,OMV_02.wav,Tornado Left To  Right.wav,Neighborhood Ambiance.wav
Ocean waves ebb and flow on a beach.,Sea Waves Splash the Beach on the Isle of Wight Coast.wav,Wind in trees-force8-night.wav,Pirita Storm waves06.12.2015.wav,waves recording.wav,CP_Whipping_Wind_Storm_Medium01.wav,CFX-20130331-UK-DorsetSeaBeach02.wav,Waves near the dock.wav,Storm wind.wav,Waves on to rocks.wav,Siberian Weather Front 5 PM 110304.wav
The sound is the things used to repair the machine.,Ambience_hurricane tube_low freq.wav,kettle-watergong3.wav,Door pounding - increasing intensity.wav,CR SharktoGnawAmb.wav,kettle-watergong2.wav,abandoned-ballroom-objects-wood-metal.wav,Hammering_Empty tank_large_CLOSE.wav,pukanie1.wav,Squeaking of door handle and rumbling of door.wav,Metal_Tin_Hit_bang.wav
Two dogs are loudly barking at each other.,stray_dogs.wav,harbour scene 2.wav,BIG DOGS_Continues Barking Labrador Retriever (SFX).wav,Pug Woof 3.wav,outdoors ambient distant village 2.wav,dog howl in woods.wav,grilla_garden_ambience.wav,20080321.warbler.n.dogs.wav,crows and owl.wav,Urban owl hoot.wav
A lot of kids talking and yelling at a distance while a car drives by.,Place Pigalle ambience Paris.wav,Next To School in Street Ambience.wav,Oxford Cambridge boat race 2010.wav,BangkokMarket.wav,20100806.stockholm.street.ambiance.wav,bike race 05.wav,Ousman Ramble.wav,09-07-15_2053_Small place near metro station Faria Guimaraes in the evening.wav,Cityscape 02 100208.wav,City Traffic (Outdoor).wav
A mother is pouring coffee to her daughter.,lavar platos.wav,sink1.wav,bathroom_water_tap_on_fill_off_drain_24_96_stereo.wav,Washing and scrubbing.wav,shower short.wav,gotes mig.wav,gotes lent.wav,"Water - Leak, small.wav",bathroomSink1.wav,gootsteen.wav
Knocking a metal object twice then a wooden object once.,pukanie1.wav,settingdownglassbottle.wav,fist bang 2.wav,Setting Class on Table_02-01.wav,150209 Trevor Webb Snooker.wav,Gas Door.wav,RowanMagennis_160019_SD100_DeadBodyHitsWoodenFloor.wav,door walking exit.wav,Metal_Tin_Hit_bang.wav,hits_bathroomStomp.wav
A vehicle starting or an engine starting or running.,FP_Diesel_Tractor_Start_Run.wav,arrancada i aturada de la moto.wav,dumpster truck.wav,ambiant hangar sound.wav,Engine Reving.wav,Diesel train arrives and departs 1.wav,Ferry 03.wav,bath room fan.wav,11_car_radio.wav,car moving 01.wav
Rain is coming down hard while the wind is blowing in the background.,"Wind in a tree, close to the foliage.wav",Heavy wind and rain.wav,Rain 02 091012.wav,inicio.wav,thunderstorm_4.wav,Heavy Rain tin roof.wav,20100110.rain.marshes.wav,20070610.thunder.wav,Fountain at place pigale - Paris - France.wav,leaves_on_the_wind.wav
Little parrot trying to fly from it's cage.,stones on thin ice.wav,single bird.wav,Opening a Mysterious Trunk.wav,Lights Flicker On.wav,Microwave1.wav,hits_bathroomStomp.wav,md1trk13.wav,Electric Stovetop.wav,entering shower moving curtain raffle raffling foley VARIOUS TAKES.wav,Sliding_Window.wav
A person is working with the utensils faster at the last.,Glasses Kitchen_IO.wav,Bell from large rabbit plush.wav,Hammering on Anvil.wav,Metal_Tin_Hit_bang.wav,metallic_crackle.wav,Pounding a metal stake with hammer v2.wav,bruits.chute.petite.urne.gravillons.wav,abandoned-ballroom-objects-wood-metal.wav,Ambience_hurricane tube_low freq.wav,Remove crashed glass.wav
A man speaking while onboard of a plane.,Apartment Ambiance 2.wav,gaunermarkt_werbung.wav,24 may 2011.wav,Tea Garden Outside Ambience.wav,Windermere Ferry Door Closing.wav,traffic from inside an apartment.wav,NY 176andSt.Nicholas AMB.wav,trolley car B.wav,metro underground  ambient opening closing doors noisy transport catalan spanish barcelona.wav,Subway to Namba St. .wav
"High speed vehicles pass by, muffled cheers in the background.",traffic_night_street.wav,german motorway or the autobahn.wav,traffic at green light.wav,tata_hungary__ady_endre_road_20080718.wav,street.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,Place Pigalle ambience Paris.wav,F-1-race-cars-restart-1stLap-Turn11-DR081.wav,Diesel truck and small car.wav,Neighbourhood Ambiance.wav
Heavy rain is slowing down in rainy season.,Fountain at place pigale - Paris - France.wav,"Rain next to open window, dog barks in the distance.wav",Rain 02 091012.wav,RainFallsThruTinGutterMcCoy.wav,Heavy Rain tin roof.wav,Heavy wind and rain.wav,"Wind in a tree, close to the foliage.wav",RainFallsonUmbrellaMcCoy.wav,WATER SHOWER 001.wav,creek_tyrol_austria.wav
A gun is being reloaded and cocked severally.,bruits.chute.petite.urne.gravillons.wav,Fire crackling.wav,Gun Handling.wav,Tortured Apple 02.wav,Match being lit.wav,soda can_pop.wav,cigarette_lighter.wav,Popcorn Foley.wav,Dropping Coins into Water.wav,object falls on wood.wav
It is working machine or cutting and it is that the wood cutting.,JM_MACHINE_Coffee Machine 01 - Office.wav,Construction Work 1 - 44.1kHz16Bit - Measurement Mirophone - Mono - TASCAM_DR40 - normalized - fade in and fade out low-3.wav,sd_coffee3.wav,Machine.wav,25_MIXER.wav,Closing automatic garage door.wav,Blinds being opened and closed quickly and slowly.wav,ambiant hangar sound.wav,kitchen refrigerator working.wav,Stanley Knife Scraping Macbook.wav
Rocks  large and small of all various sizes are hitting a tin bucket.,Pushing Trolley.wav,md3trk14.wav,Rustling keys.wav,bruits.chute.petite.urne.gravillons.wav,Smoke.wav,walking on lava.wav,abandoned-ballroom-objects-wood-metal.wav,Dropping Coins into Water.wav,object falls on wood.wav,Glasses Kitchen_IO.wav
Three loud then the noise changes and pauses before stopping.,Mouth Wind Howling.wav,rutting deer 2.wav,jetengines.wav,Interference3.wav,door sound.wav,Ambience_hurricane tube_low freq.wav,"wind, basement, dripping water.wav",synthwind.wav,bath room fan.wav,stretch .wav
The bell rang once and producing vibrating sound.,Bell7.wav,bikebell.wav,templebell.wav,Wine glass hits.wav,Old alarm clock (ticking and ringing).wav,Bell Ring.R.wav,metal-bowl-long-decay.wav,Bell 6inch away.wav,telephone ring.wav,3overtones.wav
"A person is crunching down over and over again on something outside, like leaves or snow.",20060510.walk.scrub.wav,plastic foil (outdoor recording).wav,20060129.scrub.04.wav,footsteps_pebble_each_01.wav,Footsteps on Crunchy Snow.wav,HeavySkirtMovement.wav,md1trk18.wav,footsteps in woods.wav,fly 1 sands_05.wav,walk_hard_snow.wav
Rain falling fast and loud consistently outside against a window.,Fountain at place pigale - Paris - France.wav,Rain 02 091012.wav,Heavy Rain tin roof.wav,"Rain next to open window, dog barks in the distance.wav",RainFallsonUmbrellaMcCoy.wav,"Wind in a tree, close to the foliage.wav",RainFallsThruTinGutterMcCoy.wav,Heavy wind and rain.wav,inicio.wav,White Water.wav
A man and woman are holding a conversation among a crowd of people.,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Cafe 1.wav,Ambience outside a series of restaurants.wav,BigCrowdBigHall.wav,people chatting background.wav,Kurla local train station Mumbai (1).wav,16 coffee shop ambience.wav,In_a_que01.wav,Public Place.wav,20110212_mercado.05.wav
A person wearing heels is walking on the street.,Footsteps Dirt 02.wav,footsteps-gravel-birds.wav,Footsteps on Wood floor 1.wav,Walking on Wood Floor.wav,running_forest_snow.wav,steps in the station.wav,24 hn_footstepsSneakerConcreteSnow.wav,20091226.squeaky.door.wav,UoA_PJ120202_HighStAlleyEch.wav,rainy alleyway.wav
"Men talk as a machine works, the machine becomes louder and one man shouts over it.",trolley car B.wav,Tea Garden Outside Ambience.wav,inside an old factory under recustruction.wav,Apartment Ambiance 2.wav,20110823_mountain.01.wav,Oxford Cambridge boat race 2010.wav,vendedor_ambulante.wav,Ousman Ramble.wav,Amusement Park (Ambience).wav,24 may 2011.wav
Beating with hammer or like the object harder.,Door pounding - increasing intensity.wav,Metal_Tin_Hit_bang.wav,echo_ljubljana_castle.wav,pukanie1.wav,Hammering on Anvil.wav,door walking exit.wav,screenplayTheater__footsteps_leatherSoles-onWood.wav,timber.wav,foley footsteps walking in room indoors.wav,Stiff Metal Wire.wav
A vehicle moving at a very high speed on a tarmac road.,german motorway or the autobahn.wav,street.wav,City Street.wav,traffic_night_street.wav,Crossroads with traffic lights #1.wav,Diesel truck and small car.wav,Engine Reving.wav,Japan_Yukinoura_Bamboo_Forest_and_Road_.wav,tata_hungary__ady_endre_road_20080718.wav,Boulevard with motorbike.wav
"A water tap is open, and it fills into a container and then the tap is open more.",sink1.wav,gotes mig.wav,shower short.wav,lavar platos.wav,bathroomSink1.wav,bathroom_water_tap_on_fill_off_drain_24_96_stereo.wav,Sink running-drain.wav,Taps in the Bath.wav,Water_Falling_Bathtub_Drain.wav,Sink_on_off.wav
A wooden table is scratched six times continuously.,md1trk13.wav,Gun Cleaning.wav,Filing Nail.wav,stretch .wav,foley noisy chair moving standing up different speed.wav,Remulada.wav,Metal coat hanger on steel hook.wav,Chopping of vegetables and fruit - knife on cutting board.wav,erasing 1.wav,Blinds being opened and closed quickly and slowly.wav
"A person opens a door and walks down a hallway, they enter an elevator, while in the elevator they sigh.",entering1.wav,Footsteps on Wood floor 1.wav,20091226.squeaky.door.wav,elevator 001.wav,door walking exit.wav,big wooden door open close.wav,20150712_underground.parking.wav,closing washing machine.wav,20091226.soft.door.wav,Elevator Ride and Door Open Merchants Bldg.wav
"A man and woman are holding conversation while running, then start to walk.",maastricht town sounds.wav,20091217.20.pedestrians.wav,In_a_que01.wav,UoA_PJ120202_HighStAlleyEch.wav,noise pollution in a city park.wav,SR005F.wav,Outside Library.wav,UoA_Kcq_voices2_120224.wav,20100806.stockholm.street.ambiance.wav,Binnenrotte market live 100309.wav
"Metal pieces are scraped to one side, a person takes a few steps, then the metal is scraped  again.",Gun Cleaning.wav,butter_toast_2x.wav,Metal coat hanger on steel hook.wav,foley noisy chair moving standing up different speed.wav,md1trk13.wav,Blinds being opened and closed quickly and slowly.wav,Tool Box.wav,md3trk14.wav,Paper_Tear_Fx.wav,Filing Nail.wav
Traffic driving through water with loud rushing and splashing.,german motorway or the autobahn.wav,traffic_night_street.wav,Rain 02 091012.wav,Ambience_Outdoor_Wind_Birds.wav,The Commons.wav,forestandocean.wav,psikedelic.wav,CFX-20130331-UK-DorsetHarbour02.wav,Heavy Rain tin roof.wav,traffic at green light.wav
A person continues to pickup and set down an item on a table.,pukanie1.wav,settingdownglassbottle.wav,fist bang 2.wav,Setting Class on Table_02-01.wav,RowanMagennis_160019_SD100_DeadBodyHitsWoodenFloor.wav,Gas Door.wav,Metal_Tin_Hit_bang.wav,150209 Trevor Webb Snooker.wav,Squeaking of door handle and rumbling of door.wav,screenplayTheater__footsteps_leatherSoles-onWood.wav
Light static noise with four knocks on wood and a drawer opening and closing twice.,hits_bathroomStomp.wav,RowanMagennis_160019_SD100_DeadBodyHitsWoodenFloor.wav,fist bang 2.wav,Drawers.wav,Sliding_Window.wav,closing washing machine.wav,indoors dorm dormitory ambient room tone closed window distant noises neighbours.wav,Auto_Door_Open_Close.wav,"HOUSEHOLD-FRIDGE-Whirlpool-brand fridge cooling, opening and closing fridge door_001.wav",14-Nails Scratching-consolidated.wav
A door bangs and a person start crunching an apple fruit.,door walking exit.wav,entering1.wav,closing washing machine.wav,Walking on Wood Floor.wav,Footsteps on Wood floor 1.wav,fist bang 2.wav,20091226.squeaky.door.wav,Opening Closing old oven.wav,20091226.soft.door.wav,echo_ljubljana_castle.wav
A railroad crossing is alarm is running as a train horn blows in the distance.,MetroTrain.wav,ShortTrain.wav,Train Passing Grade Crossing.wav,train_coming_in.wav,train11.wav,kamakura_train.wav,tram_night_crossroad_stop_go_02.wav,ship horn.wav,md9trk2.wav,tram turn.wav
People are hitting billiards on a billiards table.,echo_ljubljana_castle.wav,20091226.squeaky.door.wav,150209 Trevor Webb Snooker.wav,abandoned-ballroom-objects-wood-metal.wav,20150712_underground.parking.wav,entering1.wav,inside an old factory under recustruction.wav,door walking exit.wav,pukanie1.wav,kitchen indoor atmosphere.wav
A bird chirps in the background while a loud siren is going off.,Birds and Nature.wav,screech_owl.wav,ambient_sound.wav,spider_monkeys.wav,Neighbourhood Ambiance.wav,Ambient noise Kauai.wav,004-Ambient Recording at Saint-Augustin (FR 7pm in October).wav,20070628.casual.ambiance.wav,The Commons.wav,nightbird.wav
"A group of people are talking and laughing, a piece of silverware drops.",Busy Dining Room Atmos.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Cafe 1.wav,16 coffee shop ambience.wav,Public Place.wav,Bar atmosphere - Not So Busy.wav,jf Resonant Space.wav,Carmel Market.wav,people chatting background.wav,Quiet Chat.wav
A crowd of men and women are talking animatedly indoors and a man laughs.,Bar atmosphere - Not So Busy.wav,110420-001_openair_cafe_karlsruhe_Schlosscafe.wav,Busy Dining Room Atmos.wav,Cafe 1.wav,16 coffee shop ambience.wav,20110212_mercado.05.wav,people chatting background.wav,Quiet Chat.wav,jf Resonant Space.wav,Public Place.wav
